year,Name,Rank,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook
2023,Delft University of Technology,70,"20,299",16.1,31%,31 : 69,,67.7,58.8,76.4,59.1,93.4,94.2
2023,Duke University,25,"16,091",4.2,24%,52 : 48,,82.6,78.1,76.2,95.7,99.6,68.0
2023,Durham University,198,"18,425",14.1,35%,54 : 46,"=, =",54.4,40.0,44.6,70.0,39.4,94.3
2023,ETH Zurich,11,"21,665",14.8,41%,33 : 67,"=, =",89.4,82.6,95.4,90.7,59.1,97.7
2023,Emory University,82,"13,190",4.2,20%,60 : 40,"=, =",65.3,54.8,46.0,98.0,48.6,59.8
2023,Erasmus University Rotterdam,80,"31,668",33.9,22%,53 : 47,,65.7,38.6,57.1,95.6,64.4,89.7
2023,Free University of Berlin,91,"26,497",41.9,23%,62 : 38,"=, =",64.2,54.2,62.4,74.8,41.7,76.4
2023,Friedrich Schiller University Jena,189,"16,446",20.6,14%,,"=, =",55.0,42.4,39.9,81.3,49.7,62.8
2023,Fudan University,51,"36,318",11.9,9%,52 : 48,,72.0,71.8,75.8,74.5,77.3,45.2
2023,Georgetown University,136,"16,074",8.0,19%,54 : 46,,58.6,55.5,35.0,88.0,54.0,49.1
2023,Georgia Institute of Technology,38,"28,826",24.7,40%,33 : 67,,76.0,60.2,75.9,91.4,64.9,81.2
2023,Ghent University,107,"39,437",35.6,12%,57 : 43,,62.7,48.6,60.1,77.8,80.0,63.9
2023,Harvard University,2,"21,887",9.6,25%,50 : 50,,95.2,94.8,99.0,99.3,49.5,80.5
2023,Huazhong University of Science and Technology,176,"57,167",16.2,4%,,"=, =",56.1,42.2,42.6,88.8,83.2,25.5
2023,Humboldt University of Berlin,86,"34,399",53.2,17%,,"=, =",64.9,55.2,64.3,75.6,42.8,70.5
2023,Imperial College London,10,"18,545",11.2,61%,40 : 60,,90.4,82.8,90.8,98.3,59.8,97.5
2023,Indiana University,170,"66,637",12.6,13%,53 : 47,"=, =",56.5,45.5,39.4,85.5,53.6,54.3
2023,Institut Polytechnique de Paris,95,"5,999",6.7,41%,24 : 76,"=, =",63.6,58.5,58.8,64.8,72.7,95.6
2023,Johns Hopkins University,15,"17,584",4.7,29%,53 : 47,,88.3,79.4,91.5,97.0,89.5,75.3
2023,KTH Royal Institute of Technology,155,"13,329",16.4,20%,34 : 66,,57.5,43.5,53.8,68.4,68.1,81.1
2023,KU Leuven,42,"47,663",36.5,18%,51 : 49,,74.6,59.7,74.9,86.7,99.2,76.8
2023,Karlsruhe Institute of Technology,189,"22,673",21.6,20%,29 : 71,"=, =",55.0,46.7,54.2,57.8,89.7,68.6
2023,Karolinska Institute,49,"8,021",9.9,27%,70 : 30,,72.4,51.1,68.8,94.0,66.4,87.3
2023,King Abdulaziz University,101,"31,545",7.8,22%,54 : 46,"=, =",63.0,51.7,36.7,91.9,74.2,93.6
2023,King’s College London,35,"28,965",11.8,52%,63 : 37,,77.1,58.0,72.9,98.2,45.6,96.1
2023,Korea Advanced Institute of Science and Technology (KAIST),91,"9,946",10.7,9%,21 : 79,"=, =",64.2,64.5,66.0,65.7,100.0,38.2
2023,Kyoto University,68,"22,269",9.2,12%,25 : 75,,68.0,77.5,79.1,52.3,88.6,40.5
2023,LMU Munich,33,"35,003",34.2,19%,61 : 39,,77.7,67.3,78.3,87.4,100.0,70.5
2023,Lancaster University,122,"14,380",12.8,39%,51 : 49,,60.8,38.7,40.0,96.9,38.3,94.9
2023,Leiden University,77,"33,648",19.3,20%,60 : 40,,66.4,43.2,64.4,86.6,68.4,85.4
2023,Lomonosov Moscow State University,163,"32,625",10.0,36%,50 : 50,"=, =",56.9,81.0,72.9,9.3,99.1,72.4
2023,London School of Economics and Political Science,37,"11,120",11.9,73%,55 : 45,,76.5,59.2,74.3,95.1,37.8,92.8
2023,Lund University,119,"28,545",11.5,18%,55 : 45,"=, =",61.0,40.5,55.5,81.0,79.5,78.5
2023,Maastricht University,145,"19,909",18.6,56%,60 : 40,,58.2,38.4,49.6,75.5,73.2,98.1
2023,Macquarie University,175,"30,561",69.0,27%,52 : 48,,56.2,38.7,44.6,76.1,64.9,89.8
2023,Massachusetts Institute of Technology,5,"11,415",8.2,33%,40 : 60,,94.2,90.7,93.6,99.8,90.9,89.3
2023,McGill University,46,"32,309",12.5,30%,60 : 40,,73.0,62.0,72.4,82.5,43.5,91.0
2023,McMaster University,85,"26,403",29.0,20%,56 : 44,,65.1,42.7,51.1,94.6,89.9,84.7
2023,Medical University of Graz,168,"3,722",14.1,27%,53 : 47,"=, =",56.6,29.4,34.4,96.8,98.1,79.0
2023,Medical University of Vienna,194,"7,274",8.4,33%,50 : 50,"=, =",54.6,35.0,27.6,94.0,61.2,81.7
2023,Michigan State University,106,"45,465",16.0,13%,52 : 48,,62.8,56.2,55.6,78.8,39.9,61.9
2023,Monash University,44,"58,725",42.5,41%,57 : 43,,73.6,56.9,68.7,90.4,78.4,91.0
2023,Nanjing University,95,"36,426",16.5,8%,54 : 46,"=, =",63.6,58.4,58.2,74.3,87.3,55.2
2023,"Nanyang Technological University, Singapore",36,"24,651",15.1,25%,48 : 52,,77.0,60.9,77.9,87.2,84.5,94.5
2023,National Taiwan University (NTU),187,"25,215",11.4,11%,42 : 58,"=, =",55.2,50.2,55.5,60.1,75.1,47.2
2023,National University of Singapore,19,"32,337",19.8,25%,51 : 49,,87.1,76.4,93.0,90.2,87.0,94.0
2023,New York University,24,"36,337",9.8,42%,57 : 43,,82.7,74.2,84.0,95.0,44.6,74.7
2023,Newcastle University,139,"25,590",15.1,29%,52 : 48,"=, =",58.4,33.3,40.0,96.0,41.8,87.8
2023,"Northeastern University, US",168,"21,211",14.6,36%,48 : 52,"=, =",56.6,39.9,30.2,96.2,40.1,76.3
2023,Northwestern University,26,"19,175",13.2,20%,51 : 49,"=, =",82.1,71.7,80.7,97.5,85.0,67.0
2023,Ohio State University (Main campus),112,"55,814",11.8,13%,51 : 49,,62.2,53.0,51.2,83.4,55.3,60.3
2023,Paris Sciences et Lettres – PSL Research University Paris,47,"16,218",15.0,22%,51 : 49,,72.9,68.2,73.5,75.5,78.8,76.3
2023,Peking University,17,"31,994",10.3,19%,,,88.1,92.5,96.7,80.4,91.8,65.0
2023,Penn State (Main campus),151,"46,863",14.0,16%,47 : 53,"=, =",57.7,47.8,53.8,75.2,41.6,48.3
2023,Pohang University of Science and Technology (POSTECH),163,"3,260",10.0,3%,,"=, =",56.9,54.7,51.4,67.7,96.2,31.8
2023,Pompeu Fabra University,186,"11,965",22.4,13%,60 : 40,,55.4,32.6,39.4,91.5,46.2,68.9
2023,Princeton University,7,"8,279",8.0,23%,46 : 54,,92.4,87.6,95.9,99.1,66.0,80.3
2023,Purdue University West Lafayette,127,"44,551",16.9,20%,44 : 56,,60.1,55.9,64.2,56.9,67.8,71.1
2023,Queen Mary University of London,124,"20,505",13.1,46%,55 : 45,"=, =",60.4,34.3,41.3,97.7,44.0,97.1
2023,Queen’s University Belfast,198,"19,060",15.8,39%,57 : 43,"=, =",54.4,31.1,37.9,84.4,41.6,97.4
2023,RWTH Aachen University,99,"39,738",50.0,28%,33 : 67,"=, =",63.4,56.8,64.5,66.1,93.8,65.1
2023,Radboud University Nijmegen,139,"21,979",17.6,13%,56 : 44,"=, =",58.4,34.9,51.6,85.5,48.0,74.7
2023,Rice University,147,"7,068",9.2,28%,43 : 57,,57.9,46.5,39.7,84.4,44.5,75.3
2023,Scuola Normale Superiore di Pisa,183,629,7.6,13%,28 : 72,"=, =",55.6,56.7,36.5,74.8,38.2,56.4
2023,Seoul National University,56,"26,209",15.1,10%,,,70.8,75.2,76.2,67.6,96.6,35.9
2023,Shanghai Jiao Tong University,52,"37,478",11.5,8%,42 : 58,,71.2,75.3,82.9,59.9,100.0,43.7
2023,Sichuan University,196,"49,543",15.8,6%,,"=, =",54.5,57.1,58.6,48.6,93.4,38.7
2023,Sorbonne University,90,"41,443",13.9,21%,59 : 41,,64.5,58.7,58.3,76.6,40.0,72.3
2023,Southern University of Science and Technology (SUSTech),166,"5,137",8.8,1%,,"=, =",56.8,29.8,42.9,95.5,77.9,59.0
2023,Stanford University,3,"16,164",7.1,24%,46 : 54,"=, =",94.8,94.2,96.7,99.8,65.0,79.8
2023,Stockholm University,176,"30,365",20.7,7%,,"=, =",56.1,29.7,50.4,87.1,38.3,66.3
2023,Sungkyunkwan University (SKKU),170,"23,399",19.4,18%,,"=, =",56.5,52.8,54.0,59.4,98.3,56.4
2023,TU Dresden,156,"30,382",30.8,16%,45 : 55,"=, =",57.4,48.8,50.7,69.1,92.4,60.5
2023,Technical University of Berlin,156,"20,243",48.1,27%,35 : 65,"=, =",57.4,48.8,55.7,62.0,92.6,67.8
2023,Technical University of Denmark,166,"9,599",6.9,26%,32 : 68,"=, =",56.8,40.4,44.9,73.2,86.0,94.0
2023,Technical University of Munich,30,"33,960",40.6,36%,37 : 63,,79.3,69.8,82.2,84.5,100.0,77.7
2023,Texas A&M University,181,"62,931",21.3,8%,47 : 53,,55.8,50.2,54.8,63.2,45.1,56.0
2023,The Chinese University of Hong Kong,45,"18,468",19.0,21%,,,73.2,59.1,61.1,95.7,60.9,92.5
2023,The Hong Kong Polytechnic University,79,"19,046",28.9,30%,51 : 49,,65.8,46.6,57.0,86.7,56.0,97.6
2023,The Hong Kong University of Science and Technology,58,"9,864",21.0,32%,,,70.5,51.4,63.4,87.7,95.0,97.7
2023,The University of Chicago,13,"15,366",6.0,36%,47 : 53,,88.9,86.5,88.8,97.7,56.2,74.2
2023,The University of Queensland,53,"41,372",34.2,41%,55 : 45,,71.1,55.9,66.5,84.3,82.0,93.2
2023,The University of Sydney,54,"45,853",19.0,45%,58 : 42,"=, =",70.9,53.1,65.8,88.5,73.2,90.6
2023,The University of Tokyo,39,"26,112",10.5,15%,,,75.9,88.1,91.4,55.5,86.7,43.3
2023,The University of Western Australia,131,"18,405",21.3,28%,49 : 51,"=, =",59.4,34.9,48.1,85.6,69.2,94.4
2023,Trinity College Dublin,161,"17,764",21.0,28%,60 : 40,"=, =",57.0,36.0,47.3,79.4,47.1,93.7
2023,Tsinghua University,16,"38,324",11.6,10%,,,88.2,90.1,97.4,88.0,100.0,40.3
2023,Tufts University,151,"11,399",10.0,16%,56 : 44,"=, =",57.7,47.1,36.7,92.2,43.4,51.4
2023,UCL,22,"36,790",10.3,60%,59 : 41,,85.7,74.5,85.4,97.9,44.5,96.7
2023,UNSW Sydney,71,"45,133",36.3,40%,47 : 53,"=, =",67.5,51.1,59.0,85.9,63.5,95.1
2023,Ulm University,148,"10,271",26.2,13%,51 : 49,"=, =",57.8,41.6,41.2,89.3,77.6,56.1
2023,Ulsan National Institute of Science and Technology (UNIST),174,"3,896",13.6,9%,27 : 73,,56.3,41.3,42.0,85.9,89.9,43.7
2023,Universitat Autònoma de Barcelona (UAB),183,"31,933",12.7,16%,60 : 40,"=, =",55.6,35.1,38.8,91.1,43.0,67.1
2023,University of Aberdeen,192,"13,205",16.2,44%,58 : 42,"=, =",54.8,30.7,34.1,89.8,47.5,95.9
2023,University of Adelaide,88,"23,102",32.8,32%,49 : 51,,64.7,42.7,51.8,92.2,65.3,93.6
2023,University of Alberta,118,"32,338",21.6,28%,,,61.1,48.8,52.7,72.9,82.7,89.2
2023,University of Amsterdam,60,"29,157",14.5,32%,59 : 41,,69.6,48.0,64.1,93.3,44.4,91.9
2023,University of Antwerp,131,"15,857",32.2,17%,56 : 44,"=, =",59.4,36.4,46.2,90.4,83.5,71.8
2023,University of Arizona,180,"39,797",17.0,9%,54 : 46,,55.9,45.8,47.0,78.7,52.1,41.3
2023,University of Auckland,139,"33,093",22.1,32%,56 : 44,"=, =",58.4,36.8,44.3,85.4,56.4,94.3
2023,University of Barcelona,182,"45,004",15.8,11%,63 : 37,,55.7,33.1,43.4,89.9,50.2,59.9
2023,University of Basel,101,"8,632",10.9,30%,57 : 43,"=, =",63.0,47.0,44.1,86.5,99.2,96.8
2023,University of Bern,94,"11,728",17.2,17%,58 : 42,,63.7,46.0,46.5,90.7,86.3,88.2
2023,University of Birmingham,108,"31,820",15.0,34%,58 : 42,"=, =",62.6,40.5,46.2,95.2,42.3,92.2
2023,University of Bologna,161,"69,831",24.4,12%,56 : 44,"=, =",57.0,52.1,40.8,80.2,46.4,51.6
2023,University of Bonn,89,"27,210",47.5,17%,56 : 44,,64.6,51.6,56.1,86.0,55.0,68.7
2023,University of Bristol,76,"25,680",14.6,31%,56 : 44,,66.5,43.8,53.4,98.6,43.5,89.4
2023,University of British Columbia,40,"56,452",18.9,34%,55 : 45,,75.7,62.9,73.1,88.8,47.9,94.8
2023,"University of California, Berkeley",8,"40,921",18.4,24%,52 : 48,,92.1,86.4,95.8,99.0,76.8,78.4
2023,"University of California, Davis",63,"37,639",13.1,18%,60 : 40,,68.5,59.7,66.3,80.9,52.4,68.7
2023,"University of California, Irvine",95,"36,655",16.9,28%,52 : 48,"=, =",63.6,43.5,51.6,93.6,59.4,73.2
2023,"University of California, Los Angeles",21,"42,434",9.7,16%,56 : 44,,85.8,80.4,88.9,95.4,58.8,65.0
2023,"University of California, San Diego",32,"37,030",11.3,28%,48 : 52,,78.1,60.2,77.2,98.2,93.0,67.8
2023,"University of California, Santa Barbara",64,"25,860",28.5,20%,54 : 46,,68.4,44.6,61.5,96.2,80.1,76.0
2023,"University of California, Santa Cruz",192,"19,266",22.6,14%,47 : 53,"=, =",54.8,32.6,33.3,95.9,46.2,67.9
2023,University of Cambridge,3,"20,185",11.3,39%,47 : 53,"=, =",94.8,90.9,99.5,97.0,54.2,95.8
2023,University of Cape Town,160,"21,069",12.8,15%,54 : 46,,57.2,33.9,43.8,88.7,53.3,78.8
2023,University of Cologne,146,"33,341",30.4,16%,,,58.0,44.5,46.5,80.0,77.3,64.4
2023,University of Colorado Boulder,148,"34,928",16.0,8%,45 : 55,"=, =",57.8,45.6,46.3,85.5,44.6,45.6
2023,University of Copenhagen,114,"31,519",4.2,16%,62 : 38,"=, =",61.7,45.1,47.5,87.2,55.0,84.7
2023,University of Edinburgh,29,"32,845",11.8,47%,62 : 38,,79.8,66.9,74.5,97.1,40.9,95.6
2023,University of Erlangen-Nuremberg,196,"30,303",43.4,13%,51 : 49,"=, =",54.5,44.6,47.5,68.8,90.7,53.5
2023,University of Exeter,137,"24,165",15.9,29%,53 : 47,"=, =",58.5,32.4,41.3,94.8,39.2,92.7
2023,University of Florida,151,"46,807",16.1,8%,56 : 44,"=, =",57.7,55.0,58.7,64.2,51.4,41.4
2023,University of Freiburg,113,"20,253",37.2,17%,53 : 47,,61.9,47.8,52.8,80.8,96.2,67.3
2023,University of Glasgow,82,"28,540",13.5,41%,59 : 41,"=, =",65.3,43.3,50.8,96.5,41.9,93.8
2023,University of Groningen,75,"30,009",24.4,28%,52 : 48,,66.6,45.4,57.6,90.4,75.8,89.8
2023,University of Göttingen,119,"30,221",26.0,14%,52 : 48,"=, =",61.0,46.3,53.8,83.9,40.1,63.0
2023,University of Hamburg,128,"30,676",61.5,12%,58 : 42,"=, =",59.8,46.5,54.4,75.4,96.1,60.4
2023,University of Helsinki,110,"23,059",15.8,5%,67 : 33,,62.5,45.9,58.5,86.6,39.1,57.0
2023,University of Hong Kong,31,"18,087",18.2,43%,54 : 46,,78.5,65.6,74.1,92.4,60.6,98.7
2023,University of Illinois at Urbana-Champaign,48,"48,674",17.4,22%,48 : 52,,72.7,67.1,78.9,78.1,50.1,56.2
2023,University of Lausanne,135,"13,401",10.2,23%,,,58.7,35.8,47.6,83.0,72.3,92.3
2023,University of Leeds,128,"33,990",14.6,36%,60 : 40,"=, =",59.8,46.0,47.8,79.3,40.5,91.8
2023,University of Leicester,163,"14,650",14.1,34%,54 : 46,"=, =",56.9,31.4,32.9,98.7,41.9,92.5
2023,University of Liverpool,176,"26,350",14.2,36%,55 : 45,"=, =",56.1,33.2,37.7,89.4,39.6,94.1
2023,University of Manchester,54,"37,035",14.2,44%,55 : 45,"=, =",70.9,54.5,63.7,91.3,45.3,92.7
2023,University of Mannheim,179,"7,684",58.2,13%,,,56.0,40.0,48.2,79.0,61.0,57.4
2023,"University of Maryland, College Park",104,"33,775",16.5,11%,49 : 51,"=, =",62.9,48.1,57.7,89.7,40.0,42.6
2023,University of Massachusetts,191,"63,338",13.2,14%,49 : 51,,54.9,41.2,33.5,87.8,51.7,65.0
2023,University of Melbourne,34,"49,588",23.8,47%,58 : 42,,77.6,67.1,75.9,85.8,78.1,93.6
2023,University of Miami,194,"17,009",10.8,16%,53 : 47,"=, =",54.6,48.4,33.5,81.0,48.3,60.2
2023,University of Michigan-Ann Arbor,23,"45,912",8.2,17%,50 : 50,,82.9,79.3,84.6,93.6,48.7,59.2
2023,University of Minnesota,101,"61,009",12.0,10%,54 : 46,"=, =",63.0,55.1,56.9,81.2,77.8,41.7
2023,University of Münster,185,"28,014",25.4,7%,,,55.5,43.4,43.9,81.4,48.9,49.2
2023,University of North Carolina at Chapel Hill,69,"31,080",7.9,8%,59 : 41,,67.8,58.9,59.7,93.3,46.0,41.7
2023,University of Nottingham,130,"32,875",15.1,31%,54 : 46,,59.6,41.8,44.1,86.6,41.7,90.4
2023,University of Oslo,126,"21,548",13.3,15%,66 : 34,,60.2,40.1,48.5,89.0,44.5,77.0
2023,University of Ottawa,137,"36,670",26.0,24%,58 : 42,"=, =",58.5,41.7,45.4,82.6,51.0,84.1
2023,University of Oxford,1,"20,965",10.6,42%,48 : 52,,96.4,92.3,99.7,99.0,74.9,96.2
2023,University of Pennsylvania,14,"21,453",6.3,23%,53 : 47,,88.8,86.0,88.8,97.0,75.8,71.5
2023,University of Pittsburgh-Pittsburgh campus,144,"26,575",5.5,11%,55 : 45,,58.3,46.2,42.9,90.6,44.2,43.4
2023,University of Reading,198,"15,720",16.4,32%,56 : 44,"=, =",54.4,36.5,39.6,78.5,42.2,93.3
2023,University of Rochester,154,"10,364",7.7,36%,50 : 50,,57.6,42.0,40.5,87.0,49.3,73.8
2023,University of Science and Technology of China,74,"18,573",8.1,6%,,,67.1,65.0,64.9,78.8,69.4,36.9
2023,University of Sheffield,114,"27,465",14.5,41%,53 : 47,"=, =",61.7,43.6,46.4,89.5,47.4,88.5
2023,University of Southampton,108,"21,175",13.7,39%,53 : 47,"=, =",62.6,41.4,47.5,92.3,44.1,94.6
2023,University of Southern California,65,"40,549",12.6,22%,49 : 51,,68.3,58.9,58.6,90.4,43.8,63.7
2023,University of Technology Sydney,133,"27,481",35.1,31%,50 : 50,,59.3,36.9,42.1,90.5,49.7,96.0
2023,University of Texas at Austin,50,"49,171",17.4,10%,53 : 47,,72.3,66.2,73.1,87.5,51.3,40.1
2023,University of Toronto,18,"77,468",25.8,26%,56 : 44,,87.4,77.3,93.3,92.8,65.5,89.7
2023,University of Tübingen,86,"20,620",27.5,13%,59 : 41,"=, =",64.9,51.1,58.2,84.5,79.9,64.1
2023,University of Vienna,124,"35,929",42.9,29%,66 : 34,"=, =",60.4,49.4,59.3,65.1,44.8,95.8
2023,University of Virginia (Main campus),156,"25,810",9.0,13%,53 : 47,"=, =",57.4,48.1,39.8,86.6,45.8,52.5
2023,University of Warwick,104,"23,230",13.1,44%,50 : 50,"=, =",62.9,44.8,49.6,88.1,42.7,94.9
2023,University of Washington,26,"47,727",10.8,18%,55 : 45,"=, =",82.1,71.6,82.8,98.9,53.9,63.0
2023,University of Wisconsin-Madison,81,"40,701",10.0,14%,,,65.5,59.7,62.9,78.7,48.4,51.8
2023,University of Würzburg,139,"23,754",40.7,10%,58 : 42,"=, =",58.4,40.7,45.2,87.8,79.4,57.3
2023,University of York,139,"17,665",14.4,28%,56 : 44,"=, =",58.4,39.3,44.0,85.9,38.4,88.7
2023,University of Zurich,82,"25,003",13.7,22%,56 : 44,"=, =",65.3,51.5,50.7,87.5,57.6,93.0
2023,Universität Heidelberg,43,"19,347",13.5,21%,55 : 45,,74.1,67.2,61.5,96.0,55.7,71.2
2023,Université Catholique de Louvain,170,"24,523",36.0,20%,54 : 46,"=, =",56.5,39.9,50.4,72.8,57.7,82.3
2023,Université Paris Cité,114,"62,747",17.0,19%,65 : 35,"=, =",61.7,51.5,44.8,89.3,37.3,68.3
2023,Université Paris-Saclay,93,"44,443",14.9,19%,49 : 51,,63.9,56.7,55.2,79.1,54.6,69.7
2023,Université de Montréal,111,"38,189",20.8,22%,,,62.3,50.9,53.2,75.8,76.5,85.5
2023,Uppsala University,148,"25,548",15.3,17%,62 : 38,"=, =",57.8,37.6,55.7,75.2,71.5,72.6
2023,Utrecht University,66,"32,532",17.1,13%,62 : 38,,68.2,44.3,66.0,91.2,72.7,78.8
2023,Vanderbilt University,98,"12,696",3.8,15%,55 : 45,,63.5,49.5,47.5,96.5,66.7,50.6
2023,Vrije Universiteit Amsterdam,121,"29,796",19.8,16%,56 : 44,,60.9,38.4,52.2,87.5,59.1,79.4
2023,Wageningen University & Research,59,"15,404",18.6,27%,55 : 45,,70.3,50.4,60.2,93.2,100.0,88.8
2023,Washington University in St Louis,57,"14,420",7.8,24%,53 : 47,,70.6,60.3,56.8,98.2,47.5,64.0
2023,Wuhan University,173,"55,412",15.2,6%,,,56.4,43.5,40.5,89.2,69.4,35.3
2023,Yale University,9,"13,482",5.9,21%,52 : 48,,91.4,92.6,92.7,97.0,55.0,70.9
2023,Yonsei University (Seoul campus),78,"19,481",14.7,17%,50 : 50,,66.3,67.0,68.9,63.9,94.8,52.8
2023,Zhejiang University,67,"46,124",12.0,16%,,,68.1,67.3,74.8,62.8,100.0,55.1
2023,École Polytechnique Fédérale de Lausanne,41,"11,641",12.3,62%,30 : 70,,75.4,65.6,70.7,84.5,71.7,98.0
2024,Aarhus University,109,"26,996",13.5,9%,56 : 44,"=, =",65.9,44.9,59.0,86.3,98.7,76.3
2024,Arizona State University (Tempe),182,"48,870",19.7,14%,46 : 54,,59.9,40.9,46.2,87.5,71.5,71.7
2024,Australian National University,67,"17,293",15.1,48%,52 : 48,,72.6,55.9,68.0,86.6,82.0,94.8
2024,Beijing Normal University,177,"26,439",14.4,9%,,"=, =",60.2,57.7,45.8,77.5,67.6,52.3
2024,Boston University,78,"26,677",10.8,29%,58 : 42,,70.1,59.6,54.1,94.3,76.4,74.1
2024,Brown University,64,"9,781",10.3,19%,,"=, =",73.0,69.8,59.6,89.7,69.3,72.1
2024,California Institute of Technology,7,"2,240",6.1,33%,37 : 63,,96.5,96.6,98.0,95.9,100.0,90.6
2024,Cardiff University,190,"28,815",15.0,27%,58 : 42,,59.3,35.5,39.6,91.9,70.4,92.5
2024,Carnegie Mellon University,24,"13,562",11.9,44%,44 : 56,,86.3,75.0,84.6,98.9,87.3,85.5
2024,Case Western Reserve University,164,"10,294",8.8,25%,51 : 49,"=, =",61.3,51.7,40.2,88.7,71.4,65.0
2024,Chalmers University of Technology,189,"10,103",15.4,17%,32 : 68,,59.4,42.7,46.6,79.4,97.1,74.1
2024,Charité - Universitätsmedizin Berlin,94,"8,868",17.5,21%,65 : 35,,67.2,47.5,49.1,97.7,100.0,75.2
2024,City University of Hong Kong,82,"9,076",13.2,67%,54 : 46,,69.3,52.2,52.4,91.1,100.0,98.7
2024,Columbia University,17,"25,914",5.2,35%,,,90.9,88.6,89.7,97.4,75.2,86.9
2024,Cornell University,20,"23,620",10.0,24%,51 : 49,,89.5,85.7,88.7,97.6,69.4,86.0
2024,Dartmouth College,161,"6,226",7.4,16%,49 : 51,"=, =",61.4,57.3,40.7,84.7,68.4,60.2
2024,Delft University of Technology,48,"21,262",15.9,30%,31 : 69,,76.3,66.7,78.2,76.5,100.0,92.8
2024,Duke University,26,"15,527",3.9,18%,52 : 48,,83.9,79.3,76.1,96.2,100.0,74.8
2024,Durham University,174,"19,575",14.0,32%,54 : 46,,60.6,43.5,44.5,83.5,65.6,95.8
2024,ETH Zurich,11,"22,619",15.4,43%,33 : 67,,93.1,87.6,96.8,95.6,82.9,95.6
2024,Eindhoven University of Technology,168,"10,611",21.4,27%,,"=, =",60.8,47.4,51.5,71.3,100.0,87.3
2024,Emory University,106,"13,127",4.0,19%,61 : 39,"=, =",66.1,53.1,45.7,95.5,81.6,69.3
2024,Erasmus University Rotterdam,99,"33,874",36.0,25%,54 : 46,"=, =",66.7,38.5,54.1,96.9,94.7,90.6
2024,Free University of Berlin,102,"25,427",41.5,20%,63 : 37,,66.5,52.1,59.7,82.5,71.6,82.4
2024,Fudan University,44,"38,101",12.6,9%,52 : 48,,77.5,76.5,75.3,83.5,96.0,56.1
2024,Georgetown University,187,"17,508",10.1,18%,55 : 45,"=, =",59.5,52.6,37.0,85.1,92.2,53.2
2024,Georgia Institute of Technology,36,"32,079",28.0,29%,34 : 66,,80.0,63.4,78.9,94.1,94.6,84.8
2024,Ghent University,115,"41,487",37.6,12%,57 : 43,,65.6,47.2,59.3,85.3,99.7,65.7
2024,Harbin Institute of Technology,168,"30,933",10.6,6%,,"=, =",60.8,58.8,55.1,70.9,91.2,33.9
2024,Harvard University,4,"20,050",9.0,25%,51 : 49,,97.8,97.7,99.9,99.4,84.2,90.8
2024,Huazhong University of Science and Technology,158,"57,663",15.5,4%,,"=, =",61.7,48.8,48.1,90.0,96.9,32.9
2024,Humboldt University of Berlin,87,"34,761",54.5,18%,,"=, =",68.2,55.3,63.7,82.8,65.4,79.0
2024,Imperial College London,8,"20,275",11.8,61%,42 : 58,,95.1,90.9,95.5,98.6,90.9,98.3
2024,Indiana University,198,"66,389",12.3,12%,54 : 46,,58.9,47.3,38.4,84.9,85.8,64.7
2024,Institut Polytechnique de Paris,71,"6,073",6.8,42%,25 : 75,,71.3,71.0,61.6,70.8,98.8,97.1
2024,Johns Hopkins University,15,"15,772",4.1,28%,56 : 44,,91.1,84.4,92.3,97.2,100.0,84.2
2024,KTH Royal Institute of Technology,97,"13,269",15.9,26%,34 : 66,"=, =",66.9,53.5,57.8,81.0,97.7,82.5
2024,KU Leuven,45,"49,435",37.3,19%,52 : 48,,77.0,60.1,74.9,91.9,100.0,79.6
2024,Karlsruhe Institute of Technology,140,"21,448",20.5,25%,29 : 71,"=, =",62.8,49.9,56.8,72.5,99.9,77.6
2024,Karolinska Institute,50,"8,085",9.9,27%,70 : 30,,75.9,58.9,67.9,95.3,96.0,85.7
2024,King’s College London,38,"32,835",13.9,53%,63 : 37,"=, =",79.0,59.8,75.1,97.7,74.2,97.5
2024,Korea Advanced Institute of Science and Technology (KAIST),83,"10,130",10.7,8%,21 : 79,,69.2,67.1,65.8,77.4,100.0,41.6
2024,Kyoto University,55,"21,817",9.0,11%,25 : 75,"=, =",75.0,85.4,84.3,60.0,100.0,45.7
2024,LMU Munich,38,"34,622",33.5,18%,62 : 38,"=, =",79.0,65.3,76.8,92.2,100.0,76.9
2024,Lancaster University,155,"15,385",13.9,38%,51 : 49,"=, =",61.8,40.2,40.7,93.9,66.6,96.8
2024,Leiden University,77,"35,072",19.3,21%,60 : 40,,70.2,46.0,62.7,93.0,98.1,87.8
2024,Lomonosov Moscow State University,95,"32,680",9.6,37%,50 : 50,"=, =",67.0,87.5,75.2,33.9,91.1,73.8
2024,London School of Economics and Political Science,46,"11,945",12.6,72%,56 : 44,,76.8,59.5,73.5,95.4,55.9,94.1
2024,Lund University,106,"30,349",12.0,18%,56 : 44,"=, =",66.1,46.7,56.6,86.6,99.8,79.8
2024,Maastricht University,138,"21,337",19.6,57%,60 : 40,"=, =",62.9,41.4,47.1,86.1,98.1,97.4
2024,Macquarie University,180,"30,371",51.7,22%,,,60.1,36.7,44.2,87.4,90.9,88.6
2024,Massachusetts Institute of Technology,3,"11,085",8.0,33%,41 : 59,,97.9,98.6,96.2,99.7,100.0,93.8
